Student_ID,First_Name,Last_Name,DOB,Gender,Grade_Level,Section,Parent_Email,Annual_Tuition,Scholarship_Type,Attendance_Rate,Enrollment_Status
SCH-2026-1203,Steven,Doyle,2008-02-04,Male,Grade 12,E,doyle.steven@yahoo.com,4468.52,Partial (25%),87.57,Active
SCH-2026-1204,Ashley,Melton,2011-08-09,Female,Grade 9,E,melton.ashley@gmail.com,10364.87,None,80.98,Active
SCH-2026-1205,Ryan,Byrd,2018-07-07,Female,Grade 1,E,byrd.ryan@gmail.com,7885.95,Partial (50%),95.78,Active
SCH-2026-1206,Randy,Wilson,2019-05-31,Female,Kindergarten,A,wilson.randy@gmail.com,8771.25,None,81.82,Active
SCH-2026-1207,Chelsea,Lynn,2013-12-26,Male,Grade 6,C,lynn.chelsea@gmail.com,3318.35,None,82.07,Active
SCH-2026-1208,Marvin,Morgan,2015-09-18,Male,Grade 5,C,morgan.marvin@hotmail.com,9054.87,None,98.83,Active
SCH-2026-1209,Michael,Miller,2021-02-26,Non-binary,Kindergarten,B,miller.michael@gmail.com,3282.59,None,88.52,Active
SCH-2026-1210,Sherry,Harris,2008-07-07,Non-binary,Grade 12,E,harris.sherry@hotmail.com,4979.59,Partial (25%),75.61,Withdrawn
SCH-2026-1211,Linda,Tyler,2011-01-09,Male,Grade 9,E,tyler.linda@hotmail.com,4552.34,Partial (25%),93.24,Active
SCH-2026-1212,Andrea,Olson,2019-10-22,Non-binary,Kindergarten,D,olson.andrea@yahoo.com,8601.0,Partial (25%),99.65,Active
SCH-2026-1213,Angela,Glass,2014-06-12,Non-binary,Grade 5,B,glass.angela@hotmail.com,7113.99,None,98.04,Withdrawn
SCH-2026-1214,Meghan,Floyd,2009-09-04,Non-binary,Grade 10,D,floyd.meghan@hotmail.com,7419.14,None,80.16,Active
SCH-2026-1215,Shawn,Smith,2022-10-21,Male,Preschool,D,smith.shawn@gmail.com,8541.33,None,83.48,Active
SCH-2026-1216,John,Young,2020-10-24,Non-binary,Kindergarten,C,young.john@hotmail.com,9431.01,Partial (50%),78.89,Active
SCH-2026-1217,Jennifer,Lucero,2009-07-24,Female,Grade 10,E,lucero.jennifer@hotmail.com,10832.05,None,92.39,Active
SCH-2026-1218,David,Park,2019-08-19,Male,Kindergarten,E,park.david@gmail.com,7006.32,None,85.44,Active
SCH-2026-1219,Francis,Morris,2022-08-15,Non-binary,Preschool,E,morris.francis@yahoo.com,5688.38,None,84.3,Withdrawn
SCH-2026-1220,Kevin,Smith,2009-04-20,Non-binary,Grade 11,B,smith.kevin@yahoo.com,10240.16,Partial (25%),82.28,Active
SCH-2026-1221,William,Romero,2013-04-30,Non-binary,Grade 6,B,romero.william@yahoo.com,11278.62,Partial (25%),75.91,Active
SCH-2026-1222,Darlene,Martinez,2015-11-24,Male,Grade 5,D,martinez.darlene@hotmail.com,10373.43,None,97.11,Active
SCH-2026-1223,Robert,Valdez,2007-05-16,Female,Grade 12,B,valdez.robert@hotmail.com,3813.45,None,83.21,Active
SCH-2026-1224,John,Cook,2011-10-28,Female,Grade 8,B,cook.john@gmail.com,5878.91,Full Scholarship,90.93,Active
SCH-2026-1225,Joshua,Richardson,2007-12-21,Female,Grade 12,A,richardson.joshua@yahoo.com,3995.83,Partial (50%),81.8,Active
SCH-2026-1226,Gary,Chen,2021-05-22,Male,Preschool,B,chen.gary@gmail.com,5614.46,None,93.75,Active
SCH-2026-1227,William,Chambers,2022-03-31,Non-binary,Preschool,A,chambers.william@hotmail.com,7640.06,Partial (50%),94.61,Active
SCH-2026-1228,Gregory,Evans,2017-05-03,Non-binary,Grade 3,E,evans.gregory@yahoo.com,11750.49,None,95.75,Active
SCH-2026-1229,Marcus,Aguilar,2016-07-09,Female,Grade 4,B,aguilar.marcus@gmail.com,8043.48,None,85.66,Active
SCH-2026-1230,Mary,Simpson,2020-08-26,Male,Kindergarten,D,simpson.mary@hotmail.com,4359.26,None,92.98,Active
SCH-2026-1231,Brian,Howard,2022-03-01,Non-binary,Preschool,E,howard.brian@yahoo.com,8612.22,None,79.25,Active
SCH-2026-1232,Nicole,Erickson,2014-01-09,Non-binary,Grade 6,E,erickson.nicole@hotmail.com,8350.73,None,98.39,Active
SCH-2026-1233,Kyle,Williams,2016-04-17,Female,Grade 4,C,williams.kyle@gmail.com,9970.99,Partial (50%),92.91,Active
SCH-2026-1234,Lorraine,Griffin,2009-04-07,Male,Grade 11,B,griffin.lorraine@gmail.com,11820.54,None,98.02,Active
SCH-2026-1235,Christian,Quinn,2021-02-25,Female,Preschool,B,quinn.christian@hotmail.com,10599.55,None,84.75,Active
SCH-2026-1236,Carol,Miller,2010-04-08,Female,Grade 10,A,miller.carol@yahoo.com,6974.2,None,84.78,Active
SCH-2026-1237,Kevin,Jones,2013-11-29,Non-binary,Grade 6,C,jones.kevin@yahoo.com,8248.08,None,81.69,Active
SCH-2026-1238,Traci,Lewis,2007-06-14,Female,Grade 12,B,lewis.traci@hotmail.com,5433.2,None,83.07,Active
SCH-2026-1239,Kevin,Mills,2011-04-27,Non-binary,Grade 10,A,mills.kevin@hotmail.com,5508.14,None,85.33,Active
SCH-2026-1240,Antonio,Clark,2011-05-28,Male,Grade 8,E,clark.antonio@gmail.com,5436.95,None,75.85,Active
SCH-2026-1241,Scott,Powell,2019-02-20,Female,Grade 1,E,powell.scott@gmail.com,9382.54,Partial (25%),94.37,Active
SCH-2026-1242,Barbara,Chan,2012-11-05,Male,Grade 8,E,chan.barbara@hotmail.com,9864.27,None,85.99,Active
SCH-2026-1243,Douglas,Hinton,2015-01-22,Female,Grade 5,B,hinton.douglas@yahoo.com,5331.74,Partial (25%),86.65,Active
SCH-2026-1244,Yvette,Miranda,2010-07-22,Non-binary,Grade 10,D,miranda.yvette@hotmail.com,9027.21,None,79.44,Active
SCH-2026-1245,Alexis,Johnson,2021-09-29,Male,Preschool,B,johnson.alexis@yahoo.com,10580.68,None,78.6,Active
SCH-2026-1246,Timothy,Parker,2013-05-24,Female,Grade 7,A,parker.timothy@yahoo.com,6871.6,Full Scholarship,79.89,Active
SCH-2026-1247,Joseph,Shepherd,2011-01-02,Female,Grade 10,E,shepherd.joseph@hotmail.com,4091.71,None,99.59,Active
SCH-2026-1248,Joan,Ortiz,2018-06-29,Non-binary,Grade 1,B,ortiz.joan@gmail.com,9038.41,None,96.71,Active
SCH-2026-1249,Kelly,Bradford,2013-03-31,Male,Grade 7,E,bradford.kelly@hotmail.com,3951.96,None,97.26,Active
SCH-2026-1250,Kaitlyn,Cisneros,2015-02-13,Female,Grade 6,C,cisneros.kaitlyn@hotmail.com,4484.93,None,91.63,Active
SCH-2026-1251,Jillian,Shields,2017-04-13,Female,Grade 3,D,shields.jillian@yahoo.com,9366.21,Partial (25%),98.18,Active
SCH-2026-1252,Adrienne,Williams,2009-01-27,Non-binary,Grade 11,A,williams.adrienne@yahoo.com,3789.85,None,83.36,Active
SCH-2026-1253,Robert,Huang,2008-09-02,Non-binary,Grade 12,B,huang.robert@yahoo.com,8626.84,None,97.93,Active
SCH-2026-1254,Brandi,Santos,2010-10-06,Non-binary,Grade 9,E,santos.brandi@yahoo.com,3406.82,None,82.55,Active
SCH-2026-1255,Robin,Williams,2018-09-03,Male,Grade 1,A,williams.robin@yahoo.com,4422.88,None,90.51,Active
SCH-2026-1256,Lisa,Jackson,2012-08-03,Non-binary,Grade 8,B,jackson.lisa@yahoo.com,3885.95,None,92.77,Active
SCH-2026-1257,Tracey,Lewis,2007-11-25,Non-binary,Grade 12,A,lewis.tracey@gmail.com,3344.5,None,94.13,Active
SCH-2026-1258,Alison,Green,2016-10-21,Female,Grade 4,A,green.alison@gmail.com,10927.1,Full Scholarship,87.6,Active
SCH-2026-1259,Cheyenne,Miller,2008-09-26,Male,Grade 11,E,miller.cheyenne@hotmail.com,3163.76,None,88.66,Active
SCH-2026-1260,Margaret,Leonard,2008-03-01,Non-binary,Grade 12,E,leonard.margaret@hotmail.com,11597.21,Partial (50%),98.84,Active
SCH-2026-1261,Jennifer,Stout,2012-02-25,Female,Grade 9,C,stout.jennifer@hotmail.com,4428.38,Partial (50%),83.46,Active
SCH-2026-1262,Matthew,Richardson,2012-05-05,Male,Grade 8,B,richardson.matthew@gmail.com,11354.2,None,75.65,Active
SCH-2026-1263,Carlos,Young,2016-10-28,Non-binary,Grade 4,E,young.carlos@gmail.com,5991.38,None,99.98,Active
SCH-2026-1264,Tina,Guzman,2016-06-12,Male,Grade 3,A,guzman.tina@hotmail.com,3830.75,Partial (25%),89.34,Active
SCH-2026-1265,David,Salazar,2015-02-15,Female,Grade 6,D,salazar.david@gmail.com,4585.74,None,91.93,Active
SCH-2026-1266,Mary,Fuller,2012-04-08,Male,Grade 9,C,fuller.mary@hotmail.com,4175.15,None,89.91,Active
SCH-2026-1267,Krystal,Diaz,2015-04-30,Female,Grade 5,A,diaz.krystal@yahoo.com,10498.07,None,88.56,Active
SCH-2026-1268,Paige,Jones,2007-07-30,Non-binary,Grade 12,B,jones.paige@hotmail.com,4378.46,Partial (25%),98.29,Withdrawn
SCH-2026-1269,Sherry,Davis,2011-06-17,Female,Grade 8,B,davis.sherry@hotmail.com,9482.39,Full Scholarship,95.93,Active
SCH-2026-1270,Samantha,Nichols,2012-11-27,Male,Grade 7,C,nichols.samantha@gmail.com,8905.59,None,82.15,Active
SCH-2026-1271,Ryan,Price,2009-11-26,Female,Grade 10,C,price.ryan@gmail.com,8723.01,None,75.31,Active
SCH-2026-1272,Matthew,Miller,2016-11-24,Non-binary,Grade 3,A,miller.matthew@yahoo.com,7288.15,None,79.75,On Leave
SCH-2026-1273,Sabrina,Thomas,2021-01-12,Male,Kindergarten,B,thomas.sabrina@hotmail.com,4752.88,None,91.27,Active
SCH-2026-1274,Jeff,Diaz,2011-08-26,Female,Grade 9,D,diaz.jeff@yahoo.com,5037.94,Partial (50%),76.18,Active
SCH-2026-1275,Robert,Morris,2013-10-20,Male,Grade 6,C,morris.robert@gmail.com,10400.28,Partial (25%),75.65,Active
SCH-2026-1276,Krista,Friedman,2010-03-05,Female,Grade 10,A,friedman.krista@yahoo.com,5446.7,Partial (25%),76.33,Active
SCH-2026-1277,Laura,Jones,2020-01-14,Female,Kindergarten,E,jones.laura@yahoo.com,6775.28,None,95.33,Active
SCH-2026-1278,Jeffrey,Meyer,2017-03-20,Female,Grade 3,B,meyer.jeffrey@yahoo.com,5940.34,None,86.91,Active
SCH-2026-1279,Alicia,Arias,2018-07-07,Female,Grade 2,B,arias.alicia@hotmail.com,10973.58,None,77.33,Active
SCH-2026-1280,Toni,Shah,2016-10-26,Female,Grade 4,B,shah.toni@gmail.com,7818.94,None,75.58,Active
SCH-2026-1281,William,Turner,2018-07-05,Female,Grade 2,B,turner.william@hotmail.com,6841.78,Full Scholarship,96.43,Active
SCH-2026-1282,Michelle,Lane,2020-02-06,Male,Grade 1,D,lane.michelle@hotmail.com,5638.38,None,91.81,Active
SCH-2026-1283,Jodi,Chang,2012-08-26,Male,Grade 8,A,chang.jodi@yahoo.com,8156.97,None,79.11,Active
SCH-2026-1284,Stacey,Walker,2013-03-09,Female,Grade 8,A,walker.stacey@gmail.com,9216.85,None,83.28,Active
SCH-2026-1285,Beth,Mercer,2017-07-05,Non-binary,Grade 3,A,mercer.beth@gmail.com,6912.51,None,81.19,Active
SCH-2026-1286,Brianna,Sanchez,2015-10-02,Female,Grade 4,A,sanchez.brianna@gmail.com,6584.72,None,97.01,Active
SCH-2026-1287,Nicole,Roberts,2012-04-05,Female,Grade 9,E,roberts.nicole@hotmail.com,4793.49,Partial (25%),75.61,Active
SCH-2026-1288,Micheal,Sanchez,2021-06-19,Female,Preschool,A,sanchez.micheal@gmail.com,11963.09,None,78.03,Active
SCH-2026-1289,Kathy,Fisher,2013-04-04,Non-binary,Grade 8,B,fisher.kathy@gmail.com,6855.36,None,90.45,Active
SCH-2026-1290,Dustin,Myers,2010-09-13,Male,Grade 10,A,myers.dustin@gmail.com,10902.29,None,98.68,Active
SCH-2026-1291,Ronald,Peters,2014-06-13,Non-binary,Grade 5,B,peters.ronald@yahoo.com,7436.6,None,80.13,Active
SCH-2026-1292,Penny,Wilson,2012-02-09,Non-binary,Grade 9,B,wilson.penny@gmail.com,11666.52,Partial (25%),96.59,Active
SCH-2026-1293,Mary,Dixon,2016-11-07,Non-binary,Grade 4,B,dixon.mary@hotmail.com,5290.32,None,87.61,Active
SCH-2026-1294,Ian,Castillo,2018-03-16,Female,Grade 2,C,castillo.ian@hotmail.com,9778.86,Partial (25%),83.04,Active
SCH-2026-1295,Melissa,Evans,2019-06-10,Male,Grade 1,E,evans.melissa@hotmail.com,4474.57,None,80.22,Active
SCH-2026-1296,Tyler,Price,2016-03-15,Male,Grade 5,A,price.tyler@gmail.com,11633.42,None,78.2,Active
SCH-2026-1297,Robert,Edwards,2008-02-23,Non-binary,Grade 12,D,edwards.robert@yahoo.com,6058.68,Full Scholarship,87.05,Active
SCH-2026-1298,Janet,Madden,2013-09-21,Female,Grade 7,D,madden.janet@yahoo.com,10812.76,None,91.43,Active
SCH-2026-1299,Erin,Nelson,2015-03-19,Non-binary,Grade 5,E,nelson.erin@gmail.com,10160.31,None,92.66,Active
SCH-2026-1300,Margaret,Watkins,2014-03-08,Non-binary,Grade 6,C,watkins.margaret@yahoo.com,3977.07,Partial (50%),89.25,Active
SCH-2026-1301,Samantha,Scott,2015-06-29,Male,Grade 4,A,scott.samantha@gmail.com,10574.93,None,93.85,Active
SCH-2026-1302,Barbara,Jackson,2020-03-05,Non-binary,Kindergarten,C,jackson.barbara@hotmail.com,9963.81,Partial (25%),75.02,Active
SCH-2026-1303,David,Hale,2013-01-25,Male,Grade 8,E,hale.david@hotmail.com,3447.21,None,83.37,Active
SCH-2026-1304,Courtney,Williams,2011-01-03,Female,Grade 10,C,williams.courtney@gmail.com,5243.94,None,95.67,Active
SCH-2026-1305,Michele,Osborn,2021-01-18,Male,Preschool,A,osborn.michele@hotmail.com,9303.12,None,76.66,Active
SCH-2026-1306,Preston,Oconnor,2015-09-03,Non-binary,Grade 4,E,oconnor.preston@yahoo.com,9449.82,Partial (50%),78.32,Active
SCH-2026-1307,Amber,Ellis,2007-07-30,Female,Grade 12,E,ellis.amber@yahoo.com,7261.69,None,78.96,Active
SCH-2026-1308,Kaitlyn,Francis,2015-03-11,Non-binary,Grade 5,C,francis.kaitlyn@hotmail.com,7490.57,Partial (25%),95.7,Withdrawn
SCH-2026-1309,Julie,Jones,2021-02-12,Non-binary,Kindergarten,D,jones.julie@yahoo.com,5732.58,None,82.16,Active
SCH-2026-1310,Jordan,Moore,2012-08-22,Non-binary,Grade 7,C,moore.jordan@gmail.com,9873.51,None,80.45,Active
SCH-2026-1311,Michelle,Barrett,2013-03-21,Male,Grade 8,D,barrett.michelle@hotmail.com,5592.22,None,77.25,Active
SCH-2026-1312,Anthony,Jacobs,2019-12-26,Male,Kindergarten,C,jacobs.anthony@gmail.com,7481.69,None,89.69,Active
SCH-2026-1313,Ashley,Nguyen,2016-09-30,Non-binary,Grade 4,D,nguyen.ashley@yahoo.com,4559.23,None,80.24,Active
SCH-2026-1314,George,Davis,2009-01-11,Non-binary,Grade 11,B,davis.george@gmail.com,10250.42,Partial (25%),91.44,Active
SCH-2026-1315,Patricia,Wilson,2011-12-18,Male,Grade 9,C,wilson.patricia@hotmail.com,7173.48,Full Scholarship,96.92,Active
SCH-2026-1316,Michelle,Lyons,2021-02-03,Female,Kindergarten,B,lyons.michelle@yahoo.com,11187.92,None,99.04,Active
SCH-2026-1317,Jacob,Williams,2016-02-19,Non-binary,Grade 4,E,williams.jacob@yahoo.com,7939.44,None,92.53,Active
SCH-2026-1318,Alexander,Oneill,2013-12-15,Non-binary,Grade 6,C,oneill.alexander@gmail.com,5073.12,None,81.38,Active
SCH-2026-1319,Stephanie,Martinez,2017-10-18,Female,Grade 2,E,martinez.stephanie@hotmail.com,4619.36,Partial (50%),89.72,Active
SCH-2026-1320,Bryan,Walker,2017-06-21,Male,Grade 3,C,walker.bryan@yahoo.com,3690.22,None,85.76,Active
SCH-2026-1321,Samuel,Martin,2009-04-21,Female,Grade 11,A,martin.samuel@gmail.com,9912.57,Full Scholarship,81.44,Active
SCH-2026-1322,Anna,Arroyo,2012-11-09,Non-binary,Grade 8,C,arroyo.anna@yahoo.com,4396.31,Partial (50%),99.82,Active
SCH-2026-1323,Molly,Alexander,2014-06-11,Female,Grade 5,E,alexander.molly@hotmail.com,3511.21,Partial (25%),89.03,Active
SCH-2026-1324,Timothy,Martinez,2014-02-10,Male,Grade 7,B,martinez.timothy@hotmail.com,10674.73,None,87.29,Active
SCH-2026-1325,Patricia,Martinez,2012-10-16,Male,Grade 8,B,martinez.patricia@hotmail.com,11768.01,Partial (50%),96.75,Active
SCH-2026-1326,Laura,Zuniga,2018-01-27,Non-binary,Grade 2,E,zuniga.laura@gmail.com,11051.21,None,80.64,Active
SCH-2026-1327,Mary,Perez,2011-01-16,Female,Grade 10,D,perez.mary@hotmail.com,5232.19,None,76.79,Active
SCH-2026-1328,Joseph,Russell,2012-09-19,Female,Grade 8,C,russell.joseph@hotmail.com,6888.13,None,75.85,Active
SCH-2026-1329,Edward,Henderson,2009-11-26,Female,Grade 10,B,henderson.edward@yahoo.com,7158.88,Partial (25%),85.6,Active
SCH-2026-1330,Ricky,Young,2007-06-25,Female,Grade 12,D,young.ricky@hotmail.com,4638.56,None,84.27,Active
SCH-2026-1331,Sergio,Kelly,2015-07-04,Female,Grade 4,C,kelly.sergio@hotmail.com,4707.25,Partial (50%),88.93,Active
SCH-2026-1332,David,Cantrell,2008-07-15,Non-binary,Grade 11,E,cantrell.david@yahoo.com,6110.89,Partial (25%),75.77,Active
SCH-2026-1333,Jeffrey,Taylor,2021-03-16,Non-binary,Preschool,C,taylor.jeffrey@gmail.com,7939.33,Full Scholarship,86.68,Active
SCH-2026-1334,Daniel,Baldwin,2019-08-25,Male,Kindergarten,B,baldwin.daniel@yahoo.com,8750.87,None,87.37,Active
SCH-2026-1335,Kelly,Brown,2021-10-02,Female,Preschool,D,brown.kelly@yahoo.com,5837.61,Full Scholarship,95.99,Active
SCH-2026-1336,Jared,Harvey,2008-06-06,Non-binary,Grade 12,E,harvey.jared@hotmail.com,4577.41,None,99.39,Active
SCH-2026-1337,Nicole,Krause,2017-03-09,Male,Grade 3,D,krause.nicole@gmail.com,6177.86,None,93.44,Active
SCH-2026-1338,Kevin,Miller,2016-07-30,Non-binary,Grade 3,E,miller.kevin@yahoo.com,3309.62,Full Scholarship,88.94,Active
SCH-2026-1339,Jeremiah,Rodriguez,2017-01-06,Female,Grade 4,E,rodriguez.jeremiah@gmail.com,8292.06,None,91.94,Active
SCH-2026-1340,Laura,Miller,2011-04-16,Male,Grade 10,C,miller.laura@gmail.com,3760.33,None,79.36,Active
SCH-2026-1341,Christina,Wiggins,2014-11-02,Male,Grade 5,C,wiggins.christina@yahoo.com,7053.44,None,99.86,Active
SCH-2026-1342,Oscar,Glenn,2021-03-08,Non-binary,Kindergarten,B,glenn.oscar@gmail.com,11904.34,None,89.03,Active
SCH-2026-1343,John,Pena,2017-03-11,Male,Grade 4,A,pena.john@hotmail.com,9378.15,None,81.68,Active
SCH-2026-1344,Kelsey,Berry,2020-04-16,Male,Kindergarten,B,berry.kelsey@hotmail.com,10064.5,None,99.65,Active
SCH-2026-1345,Sharon,Parker,2015-03-02,Male,Grade 6,E,parker.sharon@hotmail.com,4273.51,None,96.97,Withdrawn
SCH-2026-1346,Joanne,Rivera,2014-06-21,Non-binary,Grade 6,A,rivera.joanne@gmail.com,9248.5,None,91.62,Active
SCH-2026-1347,Erik,Chapman,2015-07-20,Female,Grade 5,E,chapman.erik@yahoo.com,9821.55,None,99.72,Active
SCH-2026-1348,Adriana,Powell,2007-12-01,Male,Grade 12,D,powell.adriana@hotmail.com,4528.87,None,76.73,Active
SCH-2026-1349,Samantha,Costa,2018-01-19,Female,Grade 2,D,costa.samantha@gmail.com,10353.49,None,78.06,Active
SCH-2026-1350,Amy,Collins,2020-07-09,Female,Kindergarten,A,collins.amy@hotmail.com,3203.01,Partial (50%),86.62,Active
SCH-2026-1351,Steven,Briggs,2016-04-07,Male,Grade 5,E,briggs.steven@hotmail.com,9995.19,None,77.13,Active
SCH-2026-1352,Sabrina,Howard,2011-12-23,Female,Grade 9,A,howard.sabrina@hotmail.com,9410.93,Partial (50%),96.04,Active
SCH-2026-1353,Pamela,Shields,2014-11-13,Male,Grade 6,E,shields.pamela@yahoo.com,10785.96,Partial (50%),79.59,Active
SCH-2026-1354,Stacy,Jackson,2015-11-04,Male,Grade 5,D,jackson.stacy@gmail.com,7085.27,Partial (25%),90.8,Active
SCH-2026-1355,Diane,Kerr,2013-01-04,Male,Grade 7,C,kerr.diane@yahoo.com,5103.01,Partial (50%),82.83,Active
SCH-2026-1356,Zachary,Smith,2015-01-05,Female,Grade 6,B,smith.zachary@hotmail.com,7877.23,None,82.55,Active
SCH-2026-1357,Hannah,Mayer,2014-10-03,Female,Grade 6,C,mayer.hannah@gmail.com,4289.4,None,98.34,Active
SCH-2026-1358,Katherine,Robinson,2013-08-28,Female,Grade 7,D,robinson.katherine@gmail.com,5300.87,Partial (25%),89.59,Withdrawn
SCH-2026-1359,Kenneth,Blake,2020-02-11,Male,Kindergarten,D,blake.kenneth@yahoo.com,7309.01,None,85.05,Active
SCH-2026-1360,Dustin,Mcneil,2010-04-16,Male,Grade 10,D,mcneil.dustin@yahoo.com,4397.03,None,82.28,Active
SCH-2026-1361,Susan,Robinson,2019-03-23,Non-binary,Grade 2,D,robinson.susan@yahoo.com,10573.98,Full Scholarship,96.25,Active
SCH-2026-1362,Olivia,Bell,2012-02-13,Male,Grade 8,C,bell.olivia@hotmail.com,9486.47,None,91.78,Active
SCH-2026-1363,Amy,Stout,2014-07-27,Female,Grade 5,E,stout.amy@gmail.com,9766.25,None,77.68,Active
SCH-2026-1364,James,Petty,2018-12-20,Male,Grade 1,A,petty.james@gmail.com,9846.73,None,95.18,Active
SCH-2026-1365,Stephanie,Brooks,2013-09-16,Male,Grade 7,A,brooks.stephanie@gmail.com,10884.6,None,94.31,Active
SCH-2026-1366,Jennifer,Turner,2014-11-26,Female,Grade 6,B,turner.jennifer@yahoo.com,4802.32,Partial (25%),92.66,Active
SCH-2026-1367,Derrick,Doyle,2017-03-23,Non-binary,Grade 3,A,doyle.derrick@yahoo.com,5693.16,None,81.43,Active
SCH-2026-1368,Mark,Tate,2021-02-28,Non-binary,Kindergarten,B,tate.mark@hotmail.com,6671.46,None,93.01,Active
SCH-2026-1369,Barbara,Hoover,2016-09-03,Female,Grade 4,B,hoover.barbara@yahoo.com,5400.55,Partial (50%),93.46,Active
SCH-2026-1370,Melissa,Griffin,2011-10-18,Non-binary,Grade 9,C,griffin.melissa@yahoo.com,5085.2,None,78.59,Withdrawn
SCH-2026-1371,Amanda,Young,2012-12-21,Female,Grade 8,A,young.amanda@gmail.com,9057.03,Partial (25%),88.66,Active
SCH-2026-1372,Courtney,Dyer,2008-10-31,Male,Grade 12,A,dyer.courtney@yahoo.com,6515.04,None,96.66,Active
SCH-2026-1373,Charles,Perez,2012-03-22,Female,Grade 8,B,perez.charles@hotmail.com,5710.1,None,94.66,Active
SCH-2026-1374,Joseph,Myers,2015-11-16,Female,Grade 5,B,myers.joseph@yahoo.com,9266.04,None,96.85,Active
SCH-2026-1375,Brent,Pierce,2011-07-12,Male,Grade 9,C,pierce.brent@hotmail.com,4051.58,None,87.1,Active
SCH-2026-1376,Tammy,Davis,2010-05-04,Non-binary,Grade 9,E,davis.tammy@yahoo.com,9835.38,None,75.21,Active
SCH-2026-1377,Savannah,Freeman,2012-07-31,Male,Grade 7,E,freeman.savannah@hotmail.com,7817.28,Partial (25%),99.75,Active
SCH-2026-1378,Chloe,Stevens,2017-01-30,Male,Grade 4,C,stevens.chloe@yahoo.com,5039.51,Partial (50%),78.54,Active
SCH-2026-1379,Christy,Singleton,2009-07-29,Male,Grade 10,D,singleton.christy@hotmail.com,3414.24,None,82.92,Active
SCH-2026-1380,Justin,Perry,2009-09-13,Non-binary,Grade 11,B,perry.justin@yahoo.com,9555.5,None,78.96,Active
SCH-2026-1381,Diana,Wilson,2014-11-09,Female,Grade 5,A,wilson.diana@hotmail.com,3884.63,None,87.81,Active
SCH-2026-1382,Thomas,Mullins,2016-02-14,Male,Grade 5,E,mullins.thomas@gmail.com,9164.63,None,79.57,Active
SCH-2026-1383,Thomas,Carey,2019-09-13,Non-binary,Grade 1,B,carey.thomas@yahoo.com,3987.8,Partial (25%),75.57,Active
SCH-2026-1384,Jeffrey,Williams,2013-07-21,Non-binary,Grade 6,A,williams.jeffrey@gmail.com,3182.12,None,86.24,Active
SCH-2026-1385,Cheryl,Harris,2014-09-19,Non-binary,Grade 6,D,harris.cheryl@yahoo.com,5146.93,Partial (25%),81.51,Active
SCH-2026-1386,Lauren,Morgan,2017-03-21,Female,Grade 3,B,morgan.lauren@hotmail.com,10404.94,None,99.63,Active
SCH-2026-1387,Cody,Johnson,2012-05-06,Female,Grade 7,D,johnson.cody@hotmail.com,6057.59,None,79.04,Active
SCH-2026-1388,Kristin,Morse,2012-04-09,Non-binary,Grade 9,E,morse.kristin@gmail.com,8434.04,None,81.82,Active
SCH-2026-1389,Richard,Williams,2020-02-08,Non-binary,Kindergarten,A,williams.richard@gmail.com,6010.56,None,75.07,Active
SCH-2026-1390,Stephen,Rose,2014-11-29,Female,Grade 5,A,rose.stephen@hotmail.com,9847.2,None,95.79,Active
SCH-2026-1391,Mark,Wilson,2017-02-08,Female,Grade 3,C,wilson.mark@yahoo.com,3971.18,None,79.78,Active
SCH-2026-1392,Reginald,Morgan,2016-08-22,Female,Grade 3,B,morgan.reginald@yahoo.com,9570.28,Partial (50%),90.22,Active
SCH-2026-1393,Jill,Elliott,2010-12-18,Female,Grade 9,A,elliott.jill@yahoo.com,3245.18,None,92.87,Active
SCH-2026-1394,Jennifer,Garza,2015-05-20,Female,Grade 4,E,garza.jennifer@gmail.com,8578.48,None,93.35,Active
SCH-2026-1395,John,Ball,2009-10-28,Male,Grade 11,D,ball.john@hotmail.com,3170.82,None,88.67,Active
SCH-2026-1396,Allison,Fletcher,2011-05-27,Female,Grade 8,B,fletcher.allison@gmail.com,3121.58,Partial (50%),98.7,Active
SCH-2026-1397,Jessica,Morris,2010-09-10,Male,Grade 9,A,morris.jessica@gmail.com,9516.26,None,86.27,Active
SCH-2026-1398,Lawrence,Walsh,2020-02-24,Female,Kindergarten,D,walsh.lawrence@yahoo.com,6828.13,Full Scholarship,90.35,Active
SCH-2026-1399,Edward,Williams,2017-11-10,Female,Grade 3,E,williams.edward@yahoo.com,7005.74,None,76.94,Active
SCH-2026-1400,Michael,Escobar,2007-10-09,Non-binary,Grade 12,B,escobar.michael@gmail.com,5802.42,Partial (25%),91.98,Active
SCH-2026-1401,Joshua,Jackson,2023-03-12,Non-binary,Preschool,E,jackson.joshua@hotmail.com,5223.82,None,94.31,Active
SCH-2026-1402,Steven,Mcdaniel,2015-05-25,Male,Grade 5,A,mcdaniel.steven@gmail.com,9217.26,None,91.79,Active
SCH-2026-1403,Heather,Jones,2018-02-03,Female,Grade 2,E,jones.heather@yahoo.com,7234.31,None,98.03,Active
SCH-2026-1404,Christopher,Chapman,2008-12-07,Male,Grade 11,D,chapman.christopher@yahoo.com,11528.46,None,80.04,Active
SCH-2026-1405,Brian,Howard,2014-02-02,Non-binary,Grade 6,B,howard.brian@hotmail.com,7440.79,None,96.17,Active
SCH-2026-1406,Michael,Cummings,2019-05-27,Male,Grade 1,A,cummings.michael@hotmail.com,4713.92,None,92.3,Active
